artist,title,album,recordLabel,sequence,programTitle,episodeTitle,episodeTimestamp
Father John Misty,I Guess Time Just Makes Fools Of Us All,,Bella Union,12,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
KavinskyLovefoxxx,NightcallLovefoxxx,Nightcall,Universal Music Division Virgin Music,13,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Blur,Song 2,,Food,14,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
David Byrne,Everybody's Coming To My House,,Todomundo/Nonesuch,15,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
The Temptations,I Can't Get Next To You,,Tamala Motown,16,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Underworld,Always Loved A Film,CD SINGLE,COOKING VINYL,17,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
The Comet Is Coming,Summon The Fire,,Impulse!,18,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
New Order,Age Of Consent,,Centredate,19,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Roots Manuva,Dreamy Days,,Big DaDa,20,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Loyle Carner,All I Need,,Island / EMI,21,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Lankum,Netta Perseus,False Lankum,Rough Trade,22,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Doves,Lean Into The Wind,,EMI North,23,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Cameron Winter,Love Takes Miles,,Partisan Records / Play It Again Sam,24,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Car Seat Headrest,CCF (I'm Gonna Stay With You),,Matador,25,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Jarvis Cocker,Further Complications,Single,ROUGH TRADE RECORDS,26,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
CMAT,Take A Sexy Picture Of Me,,,27,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
The Flirtations,Nothing But A Heartache,,Deram,28,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Ezra Furman,Power of The Moon,,Bella Union,29,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Westside Cowboy,Shells,,Heist or Hit / Nice Swan,30,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Man/Woman/Chainsaw,Adam & Steve,,So Young,31,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Art of Noise,Moments In Love,Moments In Love,ZTT Records,32,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Sorry,Jetplane,,Domino,33,Nick Grimshaw,CMAT,2025-05-08T07:00:00+01:00
Arthur Russell,This Is How We Walk On The Moon,Sleepwalk: A Selection By Optimo (Espacio),Domino,0,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Sade,Paradise,The Best Of Sade,Epic/Legacy,1,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
BAMBIIJessy LanzaYaeji,MirrorJessy LanzaYaeji,,,2,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Le Tigre,TKO,,Island Records ‎,3,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Turnstile,Never Enough,,Roadrunner Records,4,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Friends,I'm His Girl,,LUCKY NUMBER,5,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Beck,Colors,,Virgin EMI,6,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Black Sabbath,Paranoid,,Telstar,7,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Kelis,Milkshake,,Virgin,8,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Mylo,In My Arms,,Breastfed Records,9,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Crystal Waters,100% Pure Love,(CD Single),A&M,10,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
SL2,Way In My Brain,,XL Recordings,11,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
DJ Zinc,Super Sharp Shooter,,Ganja Records,12,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Disclosure,ENERGY,,Island Records,13,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
The Prodigy,Firestarter,,XL,14,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Human Resource,Dominator,,R&S Records,15,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Buzzcocks,Ever Fallen in Love (With Someone You Shouldn't've),,EMI,16,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Lykke Li,I Follow Rivers,,LL Recordings,17,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Aaliyah,Try Again,Try Again,Virgin,18,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Little Simz,Free,,AWAL,19,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Mystery Jets,Two Doors Down,CD SINGLE,Sixsevenine,20,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
HAIM,Down to be wrong,,Polydor,21,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Junior Vasquez,If Madonna Calls (X Beat Mix),,Groovilicious,22,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
S’Express,Theme From S-Express,NUMBER ONES OF DANCE,Telstar,23,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
CheetahNia Archives,Get Loose,,Up Ya Archives,24,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Courtney Barnett,Nobody Really Cares If You Don't Go To The Party,,Milk! Records,25,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Pulp,Spike Island,,Rough Trade,26,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
The Hives,Come On!,,Sony Music Entertainment UK Ltd,27,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
The Hives,Enough is Enough,,,28,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
SHERELLEGeorge Riley,FREAKY (JUST MY TYPE),,Method 808,29,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Viagra Boys,"Man Made of Meat (6 Music Session, 6th May 2025)",,,30,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Humour,Neighbours,,So Young,31,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Tiberius b,STAY WITH ME!,,Zelig Music,32,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Mount PalomarKarla Chubb,L'AlimentKarla Chubb,,Nice Swan Electronic,33,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Alabama Shakes,Don't Wanna Fight,,Rough Trade  Records,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Car Seat Headrest,CCF (I'm Gonna Stay With You),,Matador,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
The Night Writers,Let The Music Use You,,Danica Records,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Leon VynehallPoison Anna,Mirror's EdgePoison Anna,Mirror's Edge Single,Ooze INC,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
The Dare,LCA,,Republic Records,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Rotary Connection,I Am The Black Gold Of The Sun,,Stateside,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
The Clash,Should I Stay Or Should I Go,,CBS,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
TLC,Waterfalls,,Laface,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
The Strokes,Someday,,Rough Trade Records,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Jane’s Addiction,Been Caught Stealing,CD SINGLE,Warner Bros,9,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
La Roux,Bulletproof,CD SINGLE,Polydor,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Wink,Higher State Of Consciousness,Higher State of Conciousness,Manifesto,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
SHERELLEGeorge Riley,FREAKY (JUST MY TYPE),,Method 808,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
The Supremes,Stoned Love,Hitsville USA (CD 4),Hitsville,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Foals,Mountain At My Gates,,Warners,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
One Dove,White Love,(CD Single),BOYS OWN,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
War,Low Rider,,Global Television,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Nina Simone,"Ain't Got No, I Got Life (Original Version)",(CD Single),Sony BMG,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Del the Funky Homosapien,Mista Dobalina,,Elektra,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Shy FXMr. WilliamzKINGH,Gideon's ChargeKINGH,,Digital Soundboy,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Chuck DDaddy‐O,New GensDaddy‐O,,Def Jam,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Elliott Smith,Ballad Of Big Nothing,Either/Or,Kill Rock Stars,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Perfume Genius,Clean Heart,,Matador,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Florence + The Machine,You've Got The Love (Jamie xx Rework),,,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
KOKOROKO,Sweetie,,Brownswood,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
saluteRina Sawayama,saving flowers (Hudson Mohawke Remix)Rina Sawayama,,,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
France Gall,Laisse Tomber Les Filles,,WEA France,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Father John Misty,I Guess Time Just Makes Fools Of Us All,,Bella Union,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Rebel MCFrightTenor FlyFright & Tenor Fly,Wickedest SoundFright & Tenor Fly,Black Meaning Good,New State Music,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Moses Boyd,Rye Lane Shuffle,,Moses Boyd,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Kim Gordon,BYE BYE,,Matador Records,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Fat Dog,Wither,,Domino,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Doves,Lean Into The Wind,,EMI North,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Erykah Badu,On & On,,Universal,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Little Simz,Free,,AWAL,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Smoke City,Underwater Love,Huge Hits 1997  (Various Artists),Global Television,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Girl Group,Yay! Saturday!,,Boys Boys Boys,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Joe Goddard,Image and Style,,,37,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Squid,The Hearth And Circle Round Fire,,Warp,38,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Tyler Ballgame,Help Me Out,,,3,Nick Grimshaw,Simon Pegg,2025-05-15T07:00:00+01:00
Haim,Down to be wrong,,Polydor,23,Nick Grimshaw,Simon Pegg,2025-05-15T07:00:00+01:00
Haim,Down to be wrong,,Polydor,36,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-13T07:00:00+01:00
Haim,Down to be wrong,,Polydor,21,Nick Grimshaw,The Hives,2025-05-07T07:00:00+01:00
Pavement,Shady Lane,,Domino,0,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Haim,Down to be wrong,,Polydor,1,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Moodymann,Don't You Want My Love,Forevernevermore,Peacefrog Records,2,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Jane Paknia,Waiting pt 1,Millions of Years of Longing,Eat Your Own Ears Recordings,3,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Kaeto,No Body,,Polydor,4,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Future UtopiaLava La Rue,The Pleasure Trap,,70Hz Recordings,5,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Alex Reece,Pulp Fiction,Moondance The Album CD3: Drum And Bass (Mixed By DJ Hype),Metalheads Music Ltd,6,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Disclosure,When A Fire Starts To Burn,Settle,PMR Records,7,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Augustus Pablo,King Tubby Meets The Rockers Uptown,,Mango,8,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Althea & Donna,Uptown Top Ranking,UPTOWN TOP RANKING,Lightning,9,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Tenor Saw,Ring The Alarm,Dancehall Selecta,,10,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Sia,Little Man (Exeman Works Mix),,Long Lost Brother Records,11,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Major LazerVybz Kartel,Pon De FloorVybz Kartel,,Mad Decent,12,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
CheetahNia Archives,Get Loose,,Up Ya Archives,13,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Faithless,We Come 1,,Cheeky,14,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
U‐Roy,Natty Rebel,,Virgin,15,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Prince FattyNostalgia 77,Medicine Chest Dub,,Tru Thoughts,16,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Junior Murvin,Police And Thieves,,Mango,17,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Yazoo,Don't Go,Only Yazoo: The Best Of,Mute Records,18,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Amyl and the Sniffers,Guided By Angels,,Rough Trade,19,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Pulp,Spike Island,,Rough Trade,20,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Biig Piig,Roses And Gold,,RCA,21,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Loyle Carner,All I Need,,Island / EMI,22,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Annie And The Caldwells,Wrong (You Dropped the Bomb) (Extended Wooden Dancefloor Mix),,Luaka Bop,23,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
A Tribe Called Quest,Scenario,The Low End Theory,Jive,24,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Mount PalomarKarla Chubb,L'AlimentKarla Chubb,,Nice Swan Electronic,25,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
JusticeRIMON,Afterimage (Laurence Guy Remix)RIMON,,,26,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Goldfrapp,Number 1,CD SINGLE,MUTE RECORDS,27,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Mark PritchardThom Yorke,Gangsters,,Warp,28,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
StickyMs. Dynamite,Booo!Ms. Dynamite,Booo!,Ffrr,29,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Viagra Boys,Man Made Of Meat,,Year0001,30,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Billy Nomates,Plans,,Invada Records,31,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
The White Stripes,Fell in Love With a Girl,,XL,32,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Goat,Run To Your Mama,,Rocket Recordings,33,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Ezra Furman,Power of The Moon,,Bella Union,34,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Cultural Roots,Bossman Dub,,,35,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Getdown Services,Dog Dribble,,Breakfast Records,36,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Tiberius b,STAY WITH ME!,,Zelig Music,37,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
LTJ Bukem,Horizons,,Looking Good Records ‎,38,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Jeff Goldblum & The Mildred Snitzer Orchestra,Bouncing With Bud,Still Blooming,Decca (UMO),31,Nick Grimshaw,Simon Pegg,2025-05-15T07:00:00+01:00
HAIM,Down to be wrong,,Polydor,1,Nick Grimshaw,Nemone sits in with a sound system special,2025-05-05T07:00:00+01:00
Chuck DDaddy-O,New GensDaddy-O,,Def Jam,26,Nick Grimshaw,Simon Pegg,2025-05-15T07:00:00+01:00
Chuck DDaddy-O,New GensDaddy-O,,Def Jam,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-13T07:00:00+01:00
Chuck DDaddy-O,New GensDaddy-O,,Def Jam,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-06T07:00:00+01:00
Tori Amos,Professional Widow (It's Got To Be Big),,East West Records,0,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
SHERELLEGeorge Riley,FREAKY (JUST MY TYPE),,Method 808,1,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Foster the People,Helena Beat,,Columbia,2,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Joe Goddard,Image and Style,,,3,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Doves,Lean Into The Wind,,EMI North,4,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
DJ Zinc,138 Trek,138 Trek,Phase:One,5,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
The Beat,Hands Off...She's Mine,,Go Feet,6,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Blondie,Heart Of Glass,BEST GIRL POWER ALBUM...EVER!,Castle,7,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Tiga,Pleasure From The Bass,Sexor,Wall of Sound Recordings L,8,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Ben WattEstelle,Pop A Cap In Yo' Ass,,Buzzin Fly Records,9,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Leftfield,Phat Planet,,Sony Music Entertainment UK Ltd,10,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Getdown Services,Dog Dribble,,Breakfast Records,11,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
808 State,Cubik,Cubik (Original Mix),Tommy Boy,12,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Primal Scream,Loaded,,Now,13,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
The Specials,Too Much Too Young,,Chrysalis,14,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Sharon Van Etten,Comeback Kid,,Jagjaguar,15,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Womack & Womack,Teardrops,And They Danced All Night,Debutante,16,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Mint Royale,Blue Song,,Faith & Hopes,17,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Jurassic 5,Concrete Schoolyard,,Pias,18,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Labi Siffre,I Got The,,STATESIDE,19,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Fleet Foxes,Battery Kinzie,,BELLA UNION,20,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
HAIM,Down to be wrong,,Polydor,21,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
saluteRina Sawayama,saving flowers (Hudson Mohawke Remix)Rina Sawayama,,,22,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Model/Actriz,Diva,,Dirty Hit,23,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Laura Marling,Child Of Mine,,Partisan,24,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Lana Del Rey,"Henry, come on",,Polydor,25,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Djrum,Waxcap,,Houndstooth,26,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Roni Size / Reprazent,Brown Paper Bag,,Talkin' Loud,27,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Marie DavidsonL'OEil Nu,Renegade Breakdown,,Ninja Tune,28,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Mount PalomarKarla Chubb,L'AlimentKarla Chubb,,Nice Swan Electronic,29,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Operator Please,Just A Song About Ping Pong,Yes Yes Vindictive,Virgin Records,30,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Pulp,Spike Island,,Rough Trade,31,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Cameron Winter,Love Takes Miles,,,32,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Mogan,House Rules,Single,Self Released,33,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
WITCH,Queenless King,,Partisan,34,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
DJ Carl Cox,I Want You (Forever),I Want You (Forever),Perfecto Records,35,Nick Grimshaw,"Guests, chat, and really good songs",2025-05-02T07:00:00+01:00
Metronomy,Heartbreaker,CD SINGLE,BECAUSE MUSIC,0,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Wet Leg,catch these fists,,Domino,1,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Alicia Myers,I Want To Thank You,The Best Of One Way,Geffen,2,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Rando ArandHyrr IV,Slidin In Yo DM'sHyrr IV,Child Of The Internet,Liitheli,3,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
porij,My Only Love,,PIAS,4,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Jenny Hval,The Artist Is Absent,,4AD,5,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Squid,Match Bet,,Speedy  Wunderground,6,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Adam F,Circles,Circles,Positiva,7,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
The Vaccines,Teenage Icon,,COLUMBIA,8,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
X‐Ray Spex,Oh Bondage Up Yours,,Virgin,9,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Chairlift,I Belong In Your Arms,I Belong In Your Arms,YOUNG TURKS,10,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
The Blessed MadonnaThe Joy,Shades Of LoveThe Joy,,Warner,11,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Lizzo,Juice,,Atlantic,12,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Azzido da Bass,Dooms Night (Timo Maas Remix),,EDEL,13,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Beastie Boys,(You Gotta) Fight for Your Right (To Party!),,Grand Royal,14,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Armand van HeldenDuane Harden,You Don't Know MeDuane Harden,(CD Single),FFRR,15,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
St. Vincent,Los Ageless,,Loma Vista/Caroline International,16,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Television,Marquee Moon,,Virgin,17,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Sugababes,Freak Like Me,,Island,18,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
The Rapture,Get Myself Into It,CD SINGLE,***LIVE REC/SESSION***,19,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Billy Nomates,Plans,,Invada Records,20,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Cymande,Bra,Cymande,Janus Records ‎,21,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Loyle Carner,All I Need,,Island / EMI,22,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Big BoiCutty,ShutterbuggCutty,CD SINGLE,MERCURY,23,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Sister Nancy,Bam Bam,,Techniques,24,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Chuck DDaddy-O,New GensDaddy-O,,Def Jam,25,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
The Notorious B.I.G.,Juicy,,Bad Boy Entertainment,26,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Kae Tempest,Know Yourself,,,27,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
CSS,Let's Make Love And Listen To Death From Above,CD SINGLE,,28,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
Emma‐Jean Thackray,Maybe Nowhere,,Brownswood Recordings,29,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
AC/DC,Thunderstruck,(CD Single),ATCO Records,30,Nick Grimshaw,Alex Horne,2025-05-01T07:00:00+01:00
